product_name,customer_marital_status,customer_gender,territory_name,special_offer_type,special_offer_category,order_date,status,delivery_days,subtotal,order_qty,unit_price,unit_price_discount
"ML Road Frame-W - Yellow, 40",M,M,Southwest,No Discount,No Discount,2014-03-01,entregue no prazo,7,49.97,1,4.99,0.0
Road Tire Tube,M,F,Southwest,No Discount,No Discount,2013-09-17,entregue no prazo,7,14.98,1,4.99,0.0
"ML Mountain Frame - Black, 38",M,F,Southwest,No Discount,No Discount,2014-02-24,entregue no prazo,7,64.97,1,24.99,0.0
LL Mountain Rear Wheel,M,M,Southwest,No Discount,No Discount,2013-08-24,entregue no prazo,7,47.96,1,4.99,0.0
"ML Mountain Frame-W - Silver, 40",M,F,Southwest,No Discount,No Discount,2013-07-23,entregue no prazo,7,28.98,1,24.99,0.0
"Road-250 Black, 52",M,M,Southwest,No Discount,No Discount,2014-04-18,entregue no prazo,7,104.95,1,49.99,0.0
LL Crankset,M,F,Southwest,No Discount,No Discount,2013-07-21,entregue no prazo,7,119.98,1,49.99,0.0
"Racing Socks, L",M,F,Southwest,No Discount,No Discount,2014-01-22,entregue no prazo,7,69.99,1,69.99,0.0
"HL Road Frame - Black, 62",M,M,Southwest,No Discount,No Discount,2014-06-01,entregue no prazo,7,64.97,1,4.99,0.0
ML Mountain Tire,M,F,Southwest,No Discount,No Discount,2013-07-17,entregue no prazo,7,132.97,1,53.99,0.0
"HL Road Frame - Black, 52",M,M,Southwest,No Discount,No Discount,2014-02-08,entregue no prazo,7,539.99,1,539.99,0.0
"Road-550-W Yellow, 38",M,M,Southwest,No Discount,No Discount,2013-08-04,entregue no prazo,7,131.94,1,54.99,0.0
"Road-250 Black, 58",M,M,Southwest,No Discount,No Discount,2014-04-11,entregue no prazo,7,39.99,1,35.0,0.0
HL Road Rear Wheel,M,M,Southwest,No Discount,No Discount,2013-07-11,entregue no prazo,7,23.97,1,8.99,0.0
"ML Road Frame-W - Yellow, 48",M,F,Southwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,39.98,1,34.99,0.0
ML Road Front Wheel,M,M,Southwest,No Discount,No Discount,2013-10-29,entregue no prazo,7,6.28,1,2.29,0.0
"LL Road Frame - Red, 60",M,M,Southwest,No Discount,No Discount,2013-11-02,entregue no prazo,7,123.98,1,53.99,0.0
"HL Road Frame - Red, 44",M,F,Southwest,No Discount,No Discount,2014-04-20,entregue no prazo,7,64.97,1,24.99,0.0
Chain,M,F,Southwest,No Discount,No Discount,2013-08-17,entregue no prazo,7,34.89,1,2.29,0.0
"Racing Socks, M",M,F,Southwest,No Discount,No Discount,2013-12-27,entregue no prazo,7,65.96,1,8.99,0.0
"HL Road Frame - Black, 48",M,F,Southwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,23.97,1,4.99,0.0
"Road-650 Red, 44",M,F,Southwest,No Discount,No Discount,2013-07-24,entregue no prazo,7,75.47,1,3.99,0.0
LL Mountain Front Wheel,M,M,Southwest,No Discount,No Discount,2013-07-17,entregue no prazo,7,61.96,1,34.99,0.0
"Road-150 Red, 48",M,F,Southwest,No Discount,No Discount,2013-07-09,entregue no prazo,7,35.23,1,7.95,0.0
"Touring-3000 Blue, 58",M,M,Southwest,No Discount,No Discount,2013-12-27,entregue no prazo,7,42.28,1,4.99,0.0
"ML Road Frame-W - Yellow, 42",M,M,Southwest,No Discount,No Discount,2013-12-28,entregue no prazo,7,119.98,1,49.99,0.0
HL Bottom Bracket,M,M,Southwest,No Discount,No Discount,2013-10-23,entregue no prazo,7,157.27,1,120.0,0.0
Taillights - Battery-Powered,M,F,Southwest,No Discount,No Discount,2014-06-22,entregue no prazo,7,49.48,1,24.99,0.0
ML Road Seat/Saddle,M,F,Southwest,No Discount,No Discount,2014-02-24,entregue no prazo,7,74.98,1,4.99,0.0
"Women's Tights, M",M,M,Southwest,No Discount,No Discount,2014-02-25,entregue no prazo,7,28.98,1,24.99,0.0
"LL Road Frame - Black, 44",M,F,Southwest,No Discount,No Discount,2014-04-13,entregue no prazo,7,144.47,1,24.49,0.0
"Road-750 Black, 48",M,M,Southwest,No Discount,No Discount,2013-10-19,entregue no prazo,7,42.97,1,8.99,0.0
ML Road Front Wheel,M,M,Southwest,No Discount,No Discount,2013-10-25,entregue no prazo,7,67.49,1,63.5,0.0
"Road-550-W Yellow, 44",M,F,Southwest,No Discount,No Discount,2014-02-12,entregue no prazo,7,15.23,1,4.99,0.0
Mountain Tire Tube,M,M,Southwest,No Discount,No Discount,2013-12-16,entregue no prazo,7,49.97,1,9.99,0.0
"Road-250 Red, 48",M,M,Southwest,No Discount,No Discount,2014-06-26,entregue no prazo,7,39.98,1,4.99,0.0
"Women's Tights, S",M,M,Southwest,No Discount,No Discount,2014-03-10,entregue no prazo,7,69.97,1,4.99,0.0
Minipump,M,M,Southwest,No Discount,No Discount,2013-11-01,entregue no prazo,7,21.98,1,21.98,0.0
ML Headset,M,F,Southwest,No Discount,No Discount,2013-09-17,entregue no prazo,7,14.98,1,9.99,0.0
Chain,M,F,Southwest,No Discount,No Discount,2014-01-08,entregue no prazo,7,49.97,1,9.99,0.0
LL Road Rear Wheel,M,F,Southwest,No Discount,No Discount,2013-12-05,entregue no prazo,7,60.47,1,34.99,0.0
"ML Mountain Frame - Black, 40",M,M,Southwest,No Discount,No Discount,2013-08-10,entregue no prazo,7,67.97,1,8.99,0.0
"LL Touring Frame - Blue, 44",M,M,Southwest,No Discount,No Discount,2014-05-23,entregue no prazo,7,43.98,1,34.99,0.0
"HL Mountain Frame - Silver, 46",M,M,Southwest,No Discount,No Discount,2014-03-04,entregue no prazo,7,56.97,1,21.98,0.0
"Women's Tights, S",M,M,Southwest,No Discount,No Discount,2013-08-17,entregue no prazo,7,63.97,1,34.99,0.0
"Mountain-300 Black, 44",M,F,Southwest,No Discount,No Discount,2013-10-02,entregue no prazo,7,7.28,1,4.99,0.0
LL Touring Seat/Saddle,M,F,Southwest,No Discount,No Discount,2014-05-21,entregue no prazo,7,30.97,1,8.99,0.0
"Road-350-W Yellow, 42",M,F,Southwest,No Discount,No Discount,2014-05-19,entregue no prazo,7,96.46,1,21.98,0.0
"Road-550-W Yellow, 48",M,M,Southwest,No Discount,No Discount,2013-07-28,entregue no prazo,7,162.99,1,3.99,0.0
Touring Rear Wheel,M,F,Southwest,No Discount,No Discount,2013-12-22,entregue no prazo,7,7.28,1,4.99,0.0
ML Mountain Handlebars,M,M,Southwest,No Discount,No Discount,2014-05-07,entregue no prazo,7,35.0,1,35.0,0.0
Mountain Pump,M,M,Southwest,No Discount,No Discount,2014-05-21,entregue no prazo,7,94.46,1,34.99,0.0
LL Mountain Seat/Saddle,M,M,Southwest,No Discount,No Discount,2013-11-15,entregue no prazo,7,78.98,1,8.99,0.0
"HL Mountain Frame - Black, 44",M,M,Southwest,No Discount,No Discount,2014-03-26,entregue no prazo,7,68.97,1,34.99,0.0
ML Fork,M,F,Southwest,No Discount,No Discount,2014-04-13,entregue no prazo,7,56.97,1,34.99,0.0
"ML Mountain Frame - Black, 48",M,F,Southwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,84.97,1,29.99,0.0
"Road-550-W Yellow, 44",M,F,Southwest,No Discount,No Discount,2014-06-18,entregue no prazo,7,120.0,1,120.0,0.0
"Road-250 Black, 44",M,M,Southwest,No Discount,No Discount,2013-07-12,entregue no prazo,7,132.97,1,53.99,0.0
"ML Road Frame-W - Yellow, 42",M,M,Southwest,No Discount,No Discount,2013-12-13,entregue no prazo,7,78.98,1,8.99,0.0
"Mountain-300 Black, 38",M,M,Southwest,No Discount,No Discount,2014-01-22,entregue no prazo,7,58.47,1,24.49,0.0
"Mountain-500 Silver, 48",M,M,Southwest,No Discount,No Discount,2014-04-25,entregue no prazo,7,33.43,1,7.95,0.0
ML Bottom Bracket,M,M,Southwest,No Discount,No Discount,2013-07-22,entregue no prazo,7,88.97,1,28.99,0.0
"HL Road Frame - Black, 48",M,F,Southwest,No Discount,No Discount,2013-08-22,entregue no prazo,7,37.27,1,29.99,0.0
"HL Mountain Frame - Black, 44",M,M,Southwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,141.98,1,120.0,0.0
HL Touring Handlebars,M,F,Southwest,No Discount,No Discount,2014-01-04,entregue no prazo,7,93.49,1,63.5,0.0
"ML Road Frame - Red, 58",M,F,Southwest,No Discount,No Discount,2014-03-05,entregue no prazo,7,48.98,1,8.99,0.0
ML Crankset,M,F,Southwest,No Discount,No Discount,2013-07-17,entregue no prazo,7,76.97,1,54.99,0.0
"ML Mountain Frame - Black, 40",M,M,Southwest,No Discount,No Discount,2013-08-13,entregue no prazo,7,42.28,1,35.0,0.0
"Touring-1000 Yellow, 46",M,M,Southwest,No Discount,No Discount,2014-03-08,entregue no prazo,7,9.99,1,9.99,0.0
"ML Mountain Frame - Black, 40",M,M,Southwest,No Discount,No Discount,2014-02-01,entregue no prazo,7,67.93,1,7.95,0.0
"Men's Bib-Shorts, L",M,M,Southwest,No Discount,No Discount,2013-07-09,entregue no prazo,7,53.99,1,53.99,0.0
"HL Mountain Frame - Silver, 48",M,F,Southwest,No Discount,No Discount,2013-09-08,entregue no prazo,7,21.98,1,21.98,0.0
"HL Mountain Frame - Silver, 38",M,F,Southwest,No Discount,No Discount,2014-04-18,entregue no prazo,7,78.98,1,8.99,0.0
"Touring-3000 Yellow, 62",M,M,Southwest,No Discount,No Discount,2014-03-12,entregue no prazo,7,4.99,1,4.99,0.0
"Road-250 Black, 44",M,M,Southwest,No Discount,No Discount,2013-08-08,entregue no prazo,7,35.0,1,35.0,0.0
"Road-250 Red, 52",M,F,Southwest,No Discount,No Discount,2014-03-29,entregue no prazo,7,119.98,1,69.99,0.0
HL Bottom Bracket,M,F,Southwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,39.98,1,34.99,0.0
Minipump,M,M,Southwest,No Discount,No Discount,2014-05-18,entregue no prazo,7,91.58,1,49.99,0.0
"Mountain-500 Black, 40",M,F,Southwest,No Discount,No Discount,2014-04-08,entregue no prazo,7,68.97,1,9.99,0.0
"HL Touring Frame - Blue, 46",M,M,Southwest,No Discount,No Discount,2013-12-09,entregue no prazo,7,128.97,1,69.99,0.0
"ML Road Frame-W - Yellow, 42",M,M,Southwest,No Discount,No Discount,2014-05-18,entregue no prazo,7,28.98,1,3.99,0.0
LL Road Handlebars,M,M,Southwest,No Discount,No Discount,2014-01-01,entregue no prazo,7,36.27,1,4.99,0.0
"ML Road Frame - Red, 48",M,M,Southwest,No Discount,No Discount,2014-05-11,entregue no prazo,7,74.98,1,34.99,0.0
"Men's Sports Shorts, S",M,F,Southwest,No Discount,No Discount,2014-03-20,entregue no prazo,7,121.93,1,24.99,0.0
"Mountain-300 Black, 38",M,M,Southwest,No Discount,No Discount,2013-12-26,entregue no prazo,7,56.97,1,34.99,0.0
HL Crankset,M,F,Southwest,No Discount,No Discount,2013-11-29,entregue no prazo,7,99.47,1,35.0,0.0
"Road-750 Black, 58",M,F,Southwest,No Discount,No Discount,2014-02-01,entregue no prazo,7,99.96,1,4.99,0.0
"Touring-3000 Blue, 50",M,M,Southwest,No Discount,No Discount,2013-09-28,entregue no prazo,7,35.0,1,35.0,0.0
LL Road Rear Wheel,M,F,Southwest,No Discount,No Discount,2014-06-21,entregue no prazo,7,138.96,1,49.99,0.0
"Mountain-500 Silver, 48",M,F,Southwest,No Discount,No Discount,2013-10-19,entregue no prazo,7,14.98,1,9.99,0.0
Headlights - Dual-Beam,M,M,Southwest,No Discount,No Discount,2014-06-18,entregue no prazo,7,96.96,1,21.98,0.0
Headlights - Dual-Beam,M,F,Southwest,No Discount,No Discount,2013-08-25,entregue no prazo,7,71.58,1,3.99,0.0
"Men's Sports Shorts, M",M,M,Southwest,No Discount,No Discount,2013-07-29,entregue no prazo,7,21.98,1,21.98,0.0
"HL Touring Frame - Blue, 50",M,F,Southwest,No Discount,No Discount,2014-04-03,entregue no prazo,7,74.98,1,34.99,0.0
"LL Mountain Frame - Silver, 42",M,M,Southwest,No Discount,No Discount,2013-07-07,entregue no prazo,7,13.98,1,4.99,0.0
"Touring-1000 Blue, 46",M,F,Southwest,No Discount,No Discount,2013-12-01,entregue no prazo,7,36.59,1,32.6,0.0
"Road-150 Red, 48",M,F,Southwest,No Discount,No Discount,2013-07-08,entregue no prazo,7,107.94,1,53.99,0.0
"LL Mountain Frame - Black, 42",M,M,Southwest,No Discount,No Discount,2013-11-16,entregue no prazo,7,63.47,1,34.99,0.0
HL Road Rear Wheel,M,M,Southwest,No Discount,No Discount,2013-09-24,entregue no prazo,7,53.99,1,53.99,0.0
"HL Touring Frame - Blue, 54",M,F,Southwest,No Discount,No Discount,2013-08-07,entregue no prazo,7,89.97,1,4.99,0.0
HL Crankset,M,F,Southwest,No Discount,No Discount,2013-08-05,entregue no prazo,7,69.97,1,29.99,0.0
"Road-550-W Yellow, 38",M,F,Southwest,No Discount,No Discount,2014-04-06,entregue no prazo,7,141.98,1,120.0,0.0
"Road-450 Red, 60",M,F,Southwest,No Discount,No Discount,2014-04-03,entregue no prazo,7,74.98,1,34.99,0.0
"ML Road Frame-W - Yellow, 48",M,M,Southwest,No Discount,No Discount,2013-12-01,entregue no prazo,7,68.97,1,4.99,0.0
Headlights - Dual-Beam,M,F,Southwest,No Discount,No Discount,2013-08-20,entregue no prazo,7,78.96,1,8.99,0.0
"Women's Tights, S",M,F,Southwest,No Discount,No Discount,2013-12-25,entregue no prazo,7,93.97,1,49.99,0.0
Bike Wash - Dissolver,M,F,Southwest,No Discount,No Discount,2014-02-24,entregue no prazo,7,21.98,1,21.98,0.0
"HL Road Frame - Red, 58",M,M,Southwest,No Discount,No Discount,2013-12-13,entregue no prazo,7,32.27,1,24.99,0.0
"Road-650 Red, 62",M,M,Southwest,No Discount,No Discount,2014-03-24,entregue no prazo,7,69.99,1,69.99,0.0
"ML Mountain Frame-W - Silver, 38",M,F,Southwest,No Discount,No Discount,2014-01-11,entregue no prazo,7,63.97,1,3.99,0.0
"Mountain-400-W Silver, 40",M,M,Southwest,No Discount,No Discount,2014-06-09,entregue no prazo,7,159.99,1,4.99,0.0
"Half-Finger Gloves, S",M,M,Southwest,No Discount,No Discount,2013-06-30,entregue no prazo,7,34.89,1,32.6,0.0
"LL Road Frame - Black, 52",M,F,Southwest,No Discount,No Discount,2014-01-20,entregue no prazo,7,68.97,1,54.99,0.0
"Road-450 Red, 60",M,F,Southwest,No Discount,No Discount,2013-10-02,entregue no prazo,7,100.09,1,63.5,0.0
"ML Road Frame-W - Yellow, 40",M,F,Southwest,No Discount,No Discount,2013-09-06,entregue no prazo,7,69.92,1,21.98,0.0
"Men's Sports Shorts, S",M,F,Southwest,No Discount,No Discount,2014-04-20,entregue no prazo,7,68.97,1,28.99,0.0
ML Mountain Handlebars,M,M,Southwest,No Discount,No Discount,2014-06-24,entregue no prazo,7,53.99,1,53.99,0.0
"HL Mountain Frame - Black, 38",M,M,Southwest,No Discount,No Discount,2013-09-02,entregue no prazo,7,68.97,1,4.99,0.0
"Road-450 Red, 48",M,F,Southwest,No Discount,No Discount,2014-05-06,entregue no prazo,7,27.28,1,24.99,0.0
Mountain Bottle Cage,M,M,Southwest,No Discount,No Discount,2014-03-10,entregue no prazo,7,69.97,1,4.99,0.0
Cable Lock,M,F,Southwest,No Discount,No Discount,2013-10-26,entregue no prazo,7,42.28,1,35.0,0.0
LL Bottom Bracket,M,F,Southwest,No Discount,No Discount,2013-11-25,entregue no prazo,7,29.98,1,24.99,0.0
"Touring-1000 Yellow, 50",M,M,Southwest,No Discount,No Discount,2013-08-29,entregue no prazo,7,39.98,1,34.99,0.0
ML Road Seat/Saddle,M,F,Southwest,No Discount,No Discount,2013-09-02,entregue no prazo,7,63.97,1,24.99,0.0
Front Brakes,M,F,Southwest,No Discount,No Discount,2014-02-28,entregue no prazo,7,53.99,1,53.99,0.0
HL Road Seat/Saddle,M,M,Southwest,No Discount,No Discount,2013-09-06,entregue no prazo,7,42.28,1,2.29,0.0
LL Mountain Seat/Saddle,M,F,Southwest,No Discount,No Discount,2013-09-22,entregue no prazo,7,78.98,1,69.99,0.0
"Men's Sports Shorts, XL",M,M,Southwest,No Discount,No Discount,2014-04-13,entregue no prazo,7,110.95,1,4.99,0.0
"Mountain-500 Black, 40",M,F,Southwest,No Discount,No Discount,2014-03-09,entregue no prazo,7,71.58,1,34.99,0.0
"Mountain-500 Black, 52",M,M,Southwest,No Discount,No Discount,2013-08-15,entregue no prazo,7,35.23,1,24.99,0.0
"HL Touring Frame - Blue, 50",M,F,Southwest,No Discount,No Discount,2013-11-11,entregue no prazo,7,64.97,1,4.99,0.0
Headlights - Dual-Beam,M,M,Southwest,No Discount,No Discount,2013-09-03,entregue no prazo,7,100.46,1,9.99,0.0
"LL Road Frame - Black, 48",M,M,Southwest,No Discount,No Discount,2013-06-30,entregue no prazo,7,89.97,1,4.99,0.0
"HL Road Frame - Black, 48",M,F,Southwest,No Discount,No Discount,2013-11-18,entregue no prazo,7,35.23,1,7.95,0.0
"Mountain-100 Black, 42",M,M,Southwest,No Discount,No Discount,2014-04-14,entregue no prazo,7,33.98,1,4.99,0.0
"Road-250 Black, 44",M,M,Southwest,No Discount,No Discount,2014-04-07,entregue no prazo,7,42.28,1,2.29,0.0
"Mountain-500 Black, 52",M,M,Southwest,No Discount,No Discount,2014-03-20,entregue no prazo,7,121.93,1,24.99,0.0
"LL Mountain Frame - Black, 52",M,M,Southwest,No Discount,No Discount,2014-05-06,entregue no prazo,7,78.98,1,69.99,0.0
"Men's Bib-Shorts, L",M,M,Southwest,No Discount,No Discount,2014-03-22,entregue no prazo,7,58.47,1,24.49,0.0
"HL Road Frame - Red, 56",M,M,Southwest,No Discount,No Discount,2014-03-19,entregue no prazo,7,125.47,1,35.0,0.0
"ML Road Frame-W - Yellow, 38",M,M,Southwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,39.98,1,4.99,0.0
"Touring-Panniers, Large",M,F,Southwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,539.99,1,539.99,0.0
"Road-550-W Yellow, 40",M,F,Southwest,No Discount,No Discount,2013-08-05,entregue no prazo,7,39.98,1,4.99,0.0
ML Road Handlebars,M,F,Southwest,No Discount,No Discount,2014-01-07,entregue no prazo,7,29.99,1,29.99,0.0
"HL Road Frame - Red, 44",M,F,Southwest,No Discount,No Discount,2013-10-08,entregue no prazo,7,54.98,1,49.99,0.0
"ML Road Frame - Red, 58",M,F,Southwest,No Discount,No Discount,2013-11-17,entregue no prazo,7,75.97,1,53.99,0.0
"Women's Mountain Shorts, S",M,M,Southwest,No Discount,No Discount,2014-01-31,entregue no prazo,7,39.98,1,4.99,0.0
HL Road Rear Wheel,M,F,Southwest,No Discount,No Discount,2013-07-13,entregue no prazo,7,64.97,1,34.99,0.0
"LL Road Frame - Black, 44",M,F,Southwest,No Discount,No Discount,2013-08-03,entregue no prazo,7,100.46,1,4.99,0.0
HL Bottom Bracket,M,M,Southwest,No Discount,No Discount,2013-12-13,entregue no prazo,7,42.28,1,2.29,0.0
"ML Road Frame-W - Yellow, 44",M,M,Southwest,No Discount,No Discount,2014-01-12,entregue no prazo,7,69.99,1,69.99,0.0
"HL Road Frame - Red, 44",M,F,Southwest,No Discount,No Discount,2013-08-16,entregue no prazo,7,86.46,1,21.98,0.0
"Mountain-100 Silver, 42",M,M,Southwest,No Discount,No Discount,2013-12-19,entregue no prazo,7,68.97,1,34.99,0.0
"Short-Sleeve Classic Jersey, XL",M,M,Southwest,No Discount,No Discount,2013-12-31,entregue no prazo,7,41.99,1,41.99,0.0
"ML Road Frame-W - Yellow, 48",M,M,Southwest,No Discount,No Discount,2013-08-17,entregue no prazo,7,160.23,1,29.99,0.0
"Touring-Panniers, Large",M,M,Southwest,No Discount,No Discount,2014-05-06,entregue no prazo,7,106.97,1,49.99,0.0
LL Mountain Seat/Saddle,M,M,Southwest,No Discount,No Discount,2013-11-17,entregue no prazo,7,29.98,1,4.99,0.0
"ML Road Frame-W - Yellow, 38",M,M,Southwest,No Discount,No Discount,2013-08-07,entregue no prazo,7,74.98,1,35.0,0.0
"Touring-1000 Blue, 60",M,F,Southwest,No Discount,No Discount,2013-08-18,entregue no prazo,7,9.99,1,9.99,0.0
HL Mountain Handlebars,M,F,Southwest,No Discount,No Discount,2014-05-08,entregue no prazo,7,93.97,1,4.99,0.0
"Touring-1000 Yellow, 54",M,F,Southwest,No Discount,No Discount,2014-04-13,entregue no prazo,7,138.48,1,35.0,0.0
ML Road Seat/Saddle,M,F,Southwest,No Discount,No Discount,2013-10-04,entregue no prazo,7,68.97,1,4.99,0.0
Mountain Bottle Cage,M,M,Southwest,No Discount,No Discount,2013-10-20,entregue no prazo,7,37.29,1,35.0,0.0
"Short-Sleeve Classic Jersey, S",M,F,Southwest,No Discount,No Discount,2014-01-02,entregue no prazo,7,34.99,1,34.99,0.0
All-Purpose Bike Stand,M,F,Southwest,No Discount,No Discount,2014-02-03,entregue no prazo,7,36.59,1,3.99,0.0
"Mountain-500 Silver, 48",M,F,Southwest,No Discount,No Discount,2014-02-28,entregue no prazo,7,120.0,1,120.0,0.0
"Mountain-300 Black, 38",M,M,Southwest,No Discount,No Discount,2014-01-31,entregue no prazo,7,39.98,1,4.99,0.0
HL Headset,M,M,Southwest,No Discount,No Discount,2014-06-27,entregue no prazo,7,123.98,1,69.99,0.0
"Mountain-200 Black, 46",M,F,Southwest,No Discount,No Discount,2013-07-14,entregue no prazo,7,14.98,1,9.99,0.0
Touring Pedal,M,M,Southwest,No Discount,No Discount,2014-05-06,entregue no prazo,7,39.98,1,4.99,0.0
HL Mountain Front Wheel,M,M,Southwest,No Discount,No Discount,2013-12-05,entregue no prazo,7,60.47,1,21.49,0.0
"HL Road Frame - Black, 52",M,F,Southwest,No Discount,No Discount,2013-09-10,entregue no prazo,7,56.97,1,21.98,0.0
"Road-650 Black, 44",M,F,Southwest,No Discount,No Discount,2014-03-19,entregue no prazo,7,56.97,1,21.98,0.0
"Touring-3000 Blue, 58",M,M,Southwest,No Discount,No Discount,2013-11-15,entregue no prazo,7,54.98,1,49.99,0.0
"Men's Bib-Shorts, L",M,M,Southwest,No Discount,No Discount,2013-11-15,entregue no prazo,7,62.98,1,53.99,0.0
Taillights - Battery-Powered,M,F,Southwest,No Discount,No Discount,2014-05-18,entregue no prazo,7,54.98,1,49.99,0.0
"Mountain-500 Silver, 48",M,F,Southwest,No Discount,No Discount,2014-04-16,entregue no prazo,7,42.28,1,4.99,0.0
"HL Road Frame - Black, 52",M,F,Southwest,No Discount,No Discount,2014-03-20,entregue no prazo,7,121.93,1,9.99,0.0
"Racing Socks, M",M,F,Southwest,No Discount,No Discount,2013-11-03,entregue no prazo,7,69.97,1,9.99,0.0
"Road-150 Red, 44",M,M,Southwest,No Discount,No Discount,2013-08-20,entregue no prazo,7,39.98,1,4.99,0.0
"HL Road Frame - Black, 58",M,M,Southwest,No Discount,No Discount,2014-05-09,entregue no prazo,7,54.98,1,49.99,0.0
"HL Mountain Frame - Black, 46",M,F,Southwest,No Discount,No Discount,2013-07-26,entregue no prazo,7,69.97,1,4.99,0.0
"Road-250 Black, 44",M,M,Southwest,No Discount,No Discount,2013-07-08,entregue no prazo,7,107.94,1,24.99,0.0
Rear Derailleur,M,M,Southwest,No Discount,No Discount,2013-10-01,entregue no prazo,7,3.99,1,3.99,0.0
"Road-250 Red, 52",M,F,Southwest,No Discount,No Discount,2013-07-24,entregue no prazo,7,42.28,1,4.99,0.0
"Touring-3000 Blue, 58",M,M,Southwest,No Discount,No Discount,2013-08-31,entregue no prazo,7,14.98,1,4.99,0.0
"Touring-3000 Yellow, 50",M,M,Southwest,No Discount,No Discount,2014-06-16,entregue no prazo,7,49.97,1,4.99,0.0
"HL Touring Frame - Yellow, 54",M,M,Southwest,No Discount,No Discount,2013-09-23,entregue no prazo,7,62.98,1,53.99,0.0
"HL Road Frame - Black, 62",M,M,Southwest,No Discount,No Discount,2014-04-11,entregue no prazo,7,39.98,1,4.99,0.0
"Touring-Panniers, Large",M,F,Southwest,No Discount,No Discount,2013-09-12,entregue no prazo,7,9.99,1,9.99,0.0
"Mountain-300 Black, 40",M,M,Southwest,No Discount,No Discount,2013-08-06,entregue no prazo,7,74.98,1,4.99,0.0
HL Headset,M,M,Southwest,No Discount,No Discount,2013-11-27,entregue no prazo,7,539.99,1,539.99,0.0
"Road-550-W Yellow, 42",M,F,Southwest,No Discount,No Discount,2013-10-18,entregue no prazo,7,114.46,1,24.49,0.0
"Touring-1000 Blue, 50",M,F,Southwest,No Discount,No Discount,2013-08-14,entregue no prazo,7,38.88,1,3.99,0.0
ML Road Handlebars,M,F,Southwest,No Discount,No Discount,2013-12-14,entregue no prazo,7,28.98,1,24.99,0.0
"HL Mountain Frame - Silver, 44",M,F,Southwest,No Discount,No Discount,2013-09-13,entregue no prazo,7,14.98,1,4.99,0.0
"Long-Sleeve Logo Jersey, M",M,M,Southwest,No Discount,No Discount,2014-06-11,entregue no prazo,7,56.97,1,21.98,0.0
"HL Mountain Frame - Black, 38",M,M,Southwest,No Discount,No Discount,2014-01-04,entregue no prazo,7,31.92,1,9.99,0.0
"Men's Bib-Shorts, S",M,M,Southwest,No Discount,No Discount,2013-09-16,entregue no prazo,7,36.27,1,4.99,0.0
"HL Touring Frame - Blue, 54",M,F,Southwest,No Discount,No Discount,2013-10-07,entregue no prazo,7,123.96,1,29.99,0.0
"Men's Sports Shorts, M",M,M,Southwest,No Discount,No Discount,2013-08-18,entregue no prazo,7,69.99,1,69.99,0.0
"Touring-1000 Blue, 54",M,M,Southwest,No Discount,No Discount,2013-07-09,entregue no prazo,7,10.24,1,7.95,0.0
"Men's Bib-Shorts, M",M,F,Southwest,No Discount,No Discount,2014-04-20,entregue no prazo,7,59.98,1,4.99,0.0
Headlights - Dual-Beam,M,M,Southwest,No Discount,No Discount,2013-10-17,entregue no prazo,7,128.97,1,8.99,0.0
"HL Touring Frame - Blue, 54",M,F,Southwest,No Discount,No Discount,2013-12-18,entregue no prazo,7,45.22,1,4.99,0.0
Minipump,M,M,Southwest,No Discount,No Discount,2014-05-22,entregue no prazo,7,71.94,1,29.99,0.0
ML Fork,M,F,Southwest,No Discount,No Discount,2013-09-27,entregue no prazo,7,23.78,1,2.29,0.0
"Mountain-500 Black, 40",M,F,Southwest,No Discount,No Discount,2013-09-07,entregue no prazo,7,36.59,1,32.6,0.0
HL Road Rear Wheel,M,F,Southwest,No Discount,No Discount,2014-03-20,entregue no prazo,7,121.93,1,4.99,0.0
"LL Road Frame - Red, 60",M,M,Southwest,No Discount,No Discount,2014-05-18,entregue no prazo,7,39.98,1,4.99,0.0
Cable Lock,M,M,Southwest,No Discount,No Discount,2013-08-12,entregue no prazo,7,86.58,1,49.99,0.0
LL Mountain Handlebars,M,F,Southwest,No Discount,No Discount,2013-10-26,entregue no prazo,7,60.47,1,3.99,0.0
"Long-Sleeve Logo Jersey, L",M,F,Southwest,No Discount,No Discount,2013-10-30,entregue no prazo,7,42.84,1,32.6,0.0
"Half-Finger Gloves, L",M,F,Southwest,No Discount,No Discount,2013-12-19,entregue no prazo,7,33.98,1,28.99,0.0
AWC Logo Cap,M,F,Southwest,No Discount,No Discount,2013-09-27,entregue no prazo,7,7.28,1,4.99,0.0
"Long-Sleeve Logo Jersey, S",M,F,Southwest,No Discount,No Discount,2014-02-08,entregue no prazo,7,100.09,1,63.5,0.0
"Road-650 Red, 44",M,F,Southwest,No Discount,No Discount,2014-04-25,entregue no prazo,7,39.98,1,4.99,0.0
"ML Road Frame-W - Yellow, 48",M,F,Southwest,No Discount,No Discount,2013-09-29,entregue no prazo,7,15.23,1,7.95,0.0
